"ID","calFullname","jepFullname","Family","genus","species","suffix","SerpScore","StrongEndemic","Tolerators","WeakEndemic","Name"
1743,"Helianthella californica A. Gray var. shastensis W.A. Weber","Helianthella californica A. Gray var. shastensis W. A. Weber","ASTERACEAE","Helianthella","californica","var. shastensis",0.00,0.00,0.00,0.00,"Helianthella californica var. shastensis"
1744,"Helianthella castanea E. Greene","Helianthella castanea Greene","ASTERACEAE","Helianthella","castanea",,0.00,0.00,0.00,0.00,"Helianthella castanea "
1745,"Helianthus annuus L.","Helianthus annuus L.","ASTERACEAE","Helianthus","annuus",,0.00,0.00,0.00,0.00,"Helianthus annuus "
1746,"Helianthus californicus DC.","Helianthus californicus DC.","ASTERACEAE","Helianthus","californicus",,0.00,0.00,0.00,0.00,"Helianthus californicus "
1747,"Helianthus ciliaris DC.","Helianthus ciliaris DC.","ASTERACEAE","Helianthus","ciliaris",,0.00,0.00,0.00,0.00,"Helianthus ciliaris "
1748,"Helianthus nuttallii Torrey & A. Gray","Helianthus nuttallii Torr. & A. Gray","ASTERACEAE","Helianthus","nuttallii",,0.00,0.00,0.00,0.00,"Helianthus nuttallii "
1749,"Helianthus petiolaris Nutt. ssp. petiolaris","Helianthus petiolaris Nutt. subsp. petiolaris","ASTERACEAE","Helianthus","petiolaris","ssp. petiolaris",0.00,0.00,0.00,0.00,"Helianthus petiolaris ssp. petiolaris"
1750,"Heliomeris hispida (A. Gray) Cockerell","Heliomeris hispida (A. Gray) Cockerell","ASTERACEAE","Heliomeris","hispida",,0.00,0.00,0.00,0.00,"Heliomeris hispida "
1751,"Madia minima (A. Gray) Keck","Hemizonella minima (A. Gray) A. Gray","ASTERACEAE","Hemizonella","minima",,0.00,0.00,0.00,0.00,"Hemizonella minima "
1752,"Hemizonia congesta DC. ssp. clevelandii (E. Greene) Babcock & H.M. Hall","Hemizonia congesta DC. subsp. clevelandii (Greene) Babc. & H. M. Hall","ASTERACEAE","Hemizonia","congesta","ssp. clevelandii",0.00,0.00,0.00,0.00,"Hemizonia congesta ssp. clevelandii"
1753,"Hemizonia congesta DC. ssp. luzulifolia (DC.) Babc. & H.M. Hall","Hemizonia congesta DC. subsp. luzulifolia (DC.) Babc. & H. M. Hall","ASTERACEAE","Hemizonia","congesta","ssp. luzulifolia",0.00,0.00,0.00,0.00,"Hemizonia congesta ssp. luzulifolia"
1754,"Hesperevax acaulis (Kellogg) E. Greene var. acaulis","Hesperevax acaulis (Kellogg) Greene var. acaulis","ASTERACEAE","Hesperevax","acaulis","var. acaulis",0.00,0.00,0.00,0.00,"Hesperevax acaulis var. acaulis"
1755,"Hesperevax acaulis (Kellogg) E. Greene var. ambusticola Morefield","Hesperevax acaulis (Kellogg) Greene var. ambusticola J. Morefield","ASTERACEAE","Hesperevax","acaulis","var. ambusticola",0.00,0.00,0.00,0.00,"Hesperevax acaulis var. ambusticola"
1756,"Hesperevax acaulis (Kellogg) E. Greene var. robustior","Hesperevax acaulis (Kellogg) Greene var. robustior J. Morefield","ASTERACEAE","Hesperevax","acaulis","var. robustior",0.00,0.00,0.00,0.00,"Hesperevax acaulis var. robustior"
1757,"Hesperevax caulescens (Benth.) A. Gray","Hesperevax caulescens (Benth.) A. Gray","ASTERACEAE","Hesperevax","caulescens",,0.00,0.00,0.00,0.00,"Hesperevax caulescens "
1758,"Hesperevax sparsiflora (A. Gray) E. Greene var. brevifolia (A. Gray) J. Morefield","Hesperevax sparsiflora (A. Gray) Greene var. brevifolia (A. Gray) J. Morefield","ASTERACEAE","Hesperevax","sparsiflora","var. brevifolia",0.00,0.00,0.00,0.00,"Hesperevax sparsiflora var. brevifolia"
1759,"Heteranthemis viscidehirta Schott","Heteranthemis viscidehirta Schott","ASTERACEAE","Heteranthemis","viscidehirta",,0.00,0.00,0.00,0.00,"Heteranthemis viscidehirta "
1760,"Heterotheca grandiflora Nutt.","Heterotheca grandiflora Nutt.","ASTERACEAE","Heterotheca","grandiflora",,0.00,0.00,0.00,0.00,"Heterotheca grandiflora "
1761,"Heterotheca oregona (Nutt.) Shinn. var. compacta (Keck) Semple","Heterotheca oregona (Nutt.) Shinners var. compacta (D. D. Keck) Semple","ASTERACEAE","Heterotheca","oregona","var. compacta",0.00,0.00,0.00,0.00,"Heterotheca oregona var. compacta"
1762,"Heterotheca oregona (Nutt.) Shinn. var. rudis (E. Greene) Semple","Heterotheca oregona (Nutt.) Shinners var. rudis (Greene) Semple","ASTERACEAE","Heterotheca","oregona","var. rudis",0.00,0.00,0.00,0.00,"Heterotheca oregona var. rudis"
1763,"Heterotheca oregona (Nutt.) Shinn. var. scaberrima (A. Gray) Semple","Heterotheca oregona (Nutt.) Shinners var. scaberrima (A. Gray) Semple","ASTERACEAE","Heterotheca","oregona","var. scaberrima",0.00,0.00,0.00,0.00,"Heterotheca oregona var. scaberrima"
1764,"Heterotheca oregona (Nutt.) Shinn.","Heterotheca oregona (Nutt.) Shinners","ASTERACEAE","Heterotheca","oregona",,0.00,0.00,0.00,0.00,"Heterotheca oregona "
1765,"Heterotheca sessiliflora (Nutt.) Shinn. ssp. echioides (Benth.) Semple","Heterotheca sessiliflora subsp. echioides","ASTERACEAE","Heterotheca","sessiliflora","ssp. echioides",0.00,0.00,0.00,0.00,"Heterotheca sessiliflora ssp. echioides"
1766,"Heterotheca sessiliflora (Nutt.) Shinn. ssp. sessiliflora","Heterotheca sessiliflora (Nutt.) Shinners subsp. sessiliflora","ASTERACEAE","Heterotheca","sessiliflora","ssp. sessiliflora",0.00,0.00,0.00,0.00,"Heterotheca sessiliflora ssp. sessiliflora"
1767,"Heterotheca sessiliflora (Nutt.) Shinn.","Heterotheca sessiliflora (Nutt.) Shinners","ASTERACEAE","Heterotheca","sessiliflora",,0.00,0.00,0.00,0.00,"Heterotheca sessiliflora "
1768,"Heterotheca villosa (Pursh) Shinn. var. villosa","Heterotheca villosa (Pursh) Shinners var. villosa","ASTERACEAE","Heterotheca","villosa","var. villosa",0.00,0.00,0.00,0.00,"Heterotheca villosa var. villosa"
1769,"Heterotheca villosa (Pursh) Shinn.","Heterotheca villosa (Pursh) Shinners","ASTERACEAE","Heterotheca","villosa",,0.00,0.00,0.00,0.00,"Heterotheca villosa "
1770,"Hieracium aurantiacum L.","Hieracium aurantiacum L.","ASTERACEAE","Hieracium","aurantiacum",,0.00,0.00,0.00,0.00,"Hieracium aurantiacum "
1771,"Hieracium gracile Hook.","Hieracium triste Willd. ex Spreng.","ASTERACEAE","Hieracium","triste",,0.00,0.00,0.00,0.00,"Hieracium triste "
1772,"Holocarpha macradenia (DC.) E. Greene","Holocarpha macradenia (DC.) Greene","ASTERACEAE","Holocarpha","macradenia",,0.00,0.00,0.00,0.00,"Holocarpha macradenia "
1773,"Holocarpha obconica (J. Clausen & Keck) Keck","Holocarpha obconica (J. C. Clausen & D. D. Keck) D. D. Keck","ASTERACEAE","Holocarpha","obconica",,0.00,0.00,0.00,0.00,"Holocarpha obconica "
1774,"Holocarpha virgata (A. Gray) Keck ssp. virgata","Holocarpha virgata (A. Gray) D. D. Keck subsp. virgata","ASTERACEAE","Holocarpha","virgata","ssp. virgata",0.00,0.00,0.00,0.00,"Holocarpha virgata ssp. virgata"
1775,"Holozonia filipes (Hook. & Arn.) E. Greene","Holozonia filipes (Hook. & Arn.) Greene","ASTERACEAE","Holozonia","filipes",,0.00,0.00,0.00,0.00,"Holozonia filipes "
1776,"Hulsea heterochroma A. Gray","Hulsea heterochroma A. Gray","ASTERACEAE","Hulsea","heterochroma",,0.00,0.00,0.00,0.00,"Hulsea heterochroma "
1777,"Hymenopappus filifolius Hook.","Hymenopappus filifolius Hook.","ASTERACEAE","Hymenopappus","filifolius",,0.00,0.00,0.00,0.00,"Hymenopappus filifolius "
1778,"Hymenopappus filifolius Hook. var. lugens (E. Greene) Jepson","Hymenopappus filifolius Hook. var. lugens (Greene) Jeps.","ASTERACEAE","Hymenopappus","filifolius","var. lugens",0.00,0.00,0.00,0.00,"Hymenopappus filifolius var. lugens"
1779,"Hymenothrix loomisii S.F. Blake","Hymenothrix loomisii S. F. Blake","ASTERACEAE","Hymenothrix","loomisii",,0.00,0.00,0.00,0.00,"Hymenothrix loomisii "
1780,"Dugaldia hoopesii (A. Gray) Rydb.","Hymenoxys hoopesii (A. Gray) Bierner","ASTERACEAE","Hymenoxys","hoopesii",,0.00,0.00,0.00,0.00,"Hymenoxys hoopesii "
1781,"Chrysanthemum carinatum Schousboe","Ismelia carinata (Schousb.) Sch. Bip.","ASTERACEAE","Ismelia","carinata",,0.00,0.00,0.00,0.00,"Ismelia carinata "
1782,"Isocoma acradenia (E. Greene) E. Greene var. acradenia","Isocoma acradenia (Greene) Greene var. acradenia","ASTERACEAE","Isocoma","acradenia","var. acradenia",0.00,0.00,0.00,0.00,"Isocoma acradenia var. acradenia"
1783,"Isocoma acradenia (E. Greene) E. Greene var. bracteosa (E. Greene) G. Nesom","Isocoma acradenia (Greene) Greene var. bracteosa (Greene) G. L. Nesom","ASTERACEAE","Isocoma","acradenia","var. bracteosa",0.00,0.00,0.00,0.00,"Isocoma acradenia var. bracteosa"
1784,"Isocoma acradenia (E. Greene) E. Greene var. eremophila (E. Greene) G. Nesom","Isocoma acradenia (Greene) Greene var. eremophila (Greene) G. L. Nesom","ASTERACEAE","Isocoma","acradenia","var. eremophila",0.00,0.00,0.00,0.00,"Isocoma acradenia var. eremophila"
1785,"Isocoma acradenia (E. Greene) E. Greene","Isocoma acradenia (Greene) Greene","ASTERACEAE","Isocoma","acradenia",,0.00,0.00,0.00,0.00,"Isocoma acradenia "
1786,"Isocoma menziesii (Hook. & Arn.) G. Nesom var. menziesii","Isocoma menziesii (Hook. & Arn.) G. L. Nesom var. menziesii","ASTERACEAE","Isocoma","menziesii","var. menziesii",0.00,0.00,0.00,0.00,"Isocoma menziesii var. menziesii"
1787,"Isocoma menziesii (Hook. & Arn.) G. Nesom var. sedoides (E. Greene) G. Nesom","Isocoma menziesii (Hook. & Arn.) G. L. Nesom var. sedoides (Greene) G. L. Nesom","ASTERACEAE","Isocoma","menziesii","var. sedoides",0.00,0.00,0.00,0.00,"Isocoma menziesii var. sedoides"
1788,"Isocoma menziesii (Hook. & Arn.) G. Nesom var. vernonioides (Nutt.) G. Nesom","Isocoma menziesii (Hook. & Arn.) G. L. Nesom var. vernonioides (Nutt.) G. L. Nesom","ASTERACEAE","Isocoma","menziesii","var. vernonioides",0.00,0.00,0.00,0.00,"Isocoma menziesii var. vernonioides"
1789,"Iva axillaris Pursh ssp. robustior (Hook.) Bassett","Iva axillaris Pursh subsp. robustior (Hook.) Bassett","ASTERACEAE","Iva","axillaris","ssp. robustior",0.00,0.00,0.00,0.00,"Iva axillaris ssp. robustior"
1790,"Jaumea carnosa (Less.) A. Gray","Jaumea carnosa (Less.) A. Gray","ASTERACEAE","Jaumea","carnosa",,0.00,0.00,0.00,0.00,"Jaumea carnosa "
1791,"Madia rammii E. Greene","Jensia rammii (Greene) B. G. Baldwin","ASTERACEAE","Jensia","rammii",,0.00,0.00,0.00,0.00,"Jensia rammii "
1792,"Madia yosemitana A. Gray","Jensia yosemitana (A. Gray) B. G. Baldwin","ASTERACEAE","Jensia","yosemitana",,0.00,0.00,0.00,0.00,"Jensia yosemitana "
1793,"Madia bolanderi (A. Gray) A. Gray","Kyhosia bolanderi (A. Gray) B. G. Baldwin","ASTERACEAE","Kyhosia","bolanderi",,0.00,0.00,0.00,0.00,"Kyhosia bolanderi "
1794,"Lactuca biennis (Moench) Fern.","Lactuca biennis (Moench) Fernald","ASTERACEAE","Lactuca","biennis",,0.00,0.00,0.00,0.00,"Lactuca biennis "
1795,"Lactuca canadensis L.","Lactuca canadensis L.","ASTERACEAE","Lactuca","canadensis",,0.00,0.00,0.00,0.00,"Lactuca canadensis "
1796,"Lactuca virosa L.","Lactuca virosa L.","ASTERACEAE","Lactuca","virosa",,0.00,0.00,0.00,0.00,"Lactuca virosa "
1797,"Conyza coulteri A. Gray","Laennecia coulteri (A. Gray) G. L. Nesom","ASTERACEAE","Laennecia","coulteri",,0.00,0.00,0.00,0.00,"Laennecia coulteri "
1798,"Lagophylla dichotoma Benth.","Lagophylla dichotoma Benth.","ASTERACEAE","Lagophylla","dichotoma",,0.00,0.00,0.00,0.00,"Lagophylla dichotoma "
1799,"Lagophylla ramosissima Nutt. ssp. congesta (E. Greene) Keck","Lagophylla ramosissima Nutt. subsp. congesta (Greene) D. D. Keck","ASTERACEAE","Lagophylla","ramosissima","ssp. congesta",0.00,0.00,0.00,0.00,"Lagophylla ramosissima ssp. congesta"
1800,"Lagophylla ramosissima Nutt. ssp. ramosissima","Lagophylla ramosissima Nutt. subsp. ramosissima","ASTERACEAE","Lagophylla","ramosissima","ssp. ramosissima",0.00,0.00,0.00,0.00,"Lagophylla ramosissima ssp. ramosissima"
1801,"Lapsana communis L.","Lapsana communis L.","ASTERACEAE","Lapsana","communis",,0.00,0.00,0.00,0.00,"Lapsana communis "
1802,"Lasthenia burkei (E. Greene) E. Greene","Lasthenia burkei (Greene) Greene","ASTERACEAE","Lasthenia","burkei",,0.00,0.00,0.00,0.00,"Lasthenia burkei "
1803,"Lasthenia chrysantha (A. Gray) E. Greene","Lasthenia chrysantha (A. Gray) Greene","ASTERACEAE","Lasthenia","chrysantha",,0.00,0.00,0.00,0.00,"Lasthenia chrysantha "
1804,"Lasthenia coronaria (Nutt.) Ornd.","Lasthenia coronaria (Nutt.) Ornduff","ASTERACEAE","Lasthenia","coronaria",,0.00,0.00,0.00,0.00,"Lasthenia coronaria "
1805,"Lasthenia debilis (A. Gray) Ornd.","Lasthenia debilis (A. Gray) Ornduff","ASTERACEAE","Lasthenia","debilis",,0.00,0.00,0.00,0.00,"Lasthenia debilis "
1806,"Lasthenia ferrisiae Ornd.","Lasthenia ferrisiae Ornduff","ASTERACEAE","Lasthenia","ferrisiae",,0.00,0.00,0.00,0.00,"Lasthenia ferrisiae "
1807,"Lasthenia fremontii (A. Gray) E. Greene","Lasthenia fremontii (A. Gray) Greene","ASTERACEAE","Lasthenia","fremontii",,0.00,0.00,0.00,0.00,"Lasthenia fremontii "
1808,"Lasthenia glaberrima A.DC.","Lasthenia glaberrima A.DC.","ASTERACEAE","Lasthenia","glaberrima",,0.00,0.00,0.00,0.00,"Lasthenia glaberrima "
1809,"Lasthenia glabrata Lindley ssp. coulteri (A. Gray) Ornd.","Lasthenia glabrata Lindl. subsp. coulteri (A. Gray) Ornduff","ASTERACEAE","Lasthenia","glabrata","ssp. coulteri",0.00,0.00,0.00,0.00,"Lasthenia glabrata ssp. coulteri"
1810,"Lasthenia glabrata Lindley ssp. glabrata","Lasthenia glabrata Lindl. subsp. glabrata","ASTERACEAE","Lasthenia","glabrata","ssp. glabrata",0.00,0.00,0.00,0.00,"Lasthenia glabrata ssp. glabrata"
1811,"Lasthenia glabrata Lindley","Lasthenia glabrata Lindl.","ASTERACEAE","Lasthenia","glabrata",,0.00,0.00,0.00,0.00,"Lasthenia glabrata "
1812,"Lasthenia leptalea (A. Gray) Ornd.","Lasthenia leptalea (A. Gray) Ornduff","ASTERACEAE","Lasthenia","leptalea",,0.00,0.00,0.00,0.00,"Lasthenia leptalea "
1813,"Lasthenia macrantha (A. Gray) E. Greene ssp. macrantha","Lasthenia macrantha (A. Gray) Greene subsp. macrantha","ASTERACEAE","Lasthenia","macrantha","ssp. macrantha",0.00,0.00,0.00,0.00,"Lasthenia macrantha ssp. macrantha"
1814,"Lasthenia maritima (A. Gray) M.C. Vasey","Lasthenia maritima (A. Gray) M. C. Vasey","ASTERACEAE","Lasthenia","maritima",,0.00,0.00,0.00,0.00,"Lasthenia maritima "
1815,"Lasthenia microglossa (A.DC.) E. Greene","Lasthenia microglossa (A.DC.) Greene","ASTERACEAE","Lasthenia","microglossa",,0.00,0.00,0.00,0.00,"Lasthenia microglossa "
1816,"Lasthenia minor (A.DC.) Ornd.","Lasthenia minor (A.DC.) Ornduff","ASTERACEAE","Lasthenia","minor",,0.00,0.00,0.00,0.00,"Lasthenia minor "
1817,"Lasthenia platycarpha (A. Gray) E. Greene","Lasthenia platycarpha (A. Gray) Greene","ASTERACEAE","Lasthenia","platycarpha",,0.00,0.00,0.00,0.00,"Lasthenia platycarpha "
1818,"Layia carnosa (Nutt.) Torrey & A. Gray","Layia carnosa (Nutt.) Torr. & A. Gray","ASTERACEAE","Layia","carnosa",,0.00,0.00,0.00,0.00,"Layia carnosa "
1819,"Layia chrysanthemoides (DC.) A. Gray","Layia chrysanthemoides (DC.) A. Gray","ASTERACEAE","Layia","chrysanthemoides",,0.00,0.00,0.00,0.00,"Layia chrysanthemoides "
1820,"Layia fremontii (Torrey & A. Gray) A. Gray","Layia fremontii (Torr. & A. Gray) A. Gray","ASTERACEAE","Layia","fremontii",,0.00,0.00,0.00,0.00,"Layia fremontii "
1821,"Layia gaillardioides (Hook. & Arn.) DC.","Layia gaillardioides (Hook. & Arn.) DC.","ASTERACEAE","Layia","gaillardioides",,0.00,0.00,0.00,0.00,"Layia gaillardioides "
1822,"Layia glandulosa (Hook.) Hook. & Arn.","Layia glandulosa (Hook.) Hook. & Arn.","ASTERACEAE","Layia","glandulosa",,0.00,0.00,0.00,0.00,"Layia glandulosa "
1823,"Layia heterotricha (DC.) Hook. & Arn.","Layia heterotricha (DC.) Hook. & Arn.","ASTERACEAE","Layia","heterotricha",,0.00,0.00,0.00,0.00,"Layia heterotricha "
1824,"Layia hieracioides (DC.) Hook. & Arn.","Layia hieracioides (DC.) Hook. & Arn.","ASTERACEAE","Layia","hieracioides",,0.00,0.00,0.00,0.00,"Layia hieracioides "
1825,"Layia pentachaeta A. Gray","Layia pentachaeta A. Gray","ASTERACEAE","Layia","pentachaeta",,0.00,0.00,0.00,0.00,"Layia pentachaeta "
1826,"Layia pentachaeta A. Gray ssp. albida Keck","Layia pentachaeta A. Gray subsp. albida D. D. Keck","ASTERACEAE","Layia","pentachaeta","ssp. albida",0.00,0.00,0.00,0.00,"Layia pentachaeta ssp. albida"
1827,"Layia pentachaeta A. Gray ssp. pentachaeta","Layia pentachaeta A. Gray subsp. pentachaeta","ASTERACEAE","Layia","pentachaeta","ssp. pentachaeta",0.00,0.00,0.00,0.00,"Layia pentachaeta ssp. pentachaeta"
1828,"Leontodon taraxacoides (Villars) M_rat","Leontodon taraxacoides (Vill.) M<#e9>rat","ASTERACEAE","Leontodon","taraxacoides",,0.00,0.00,0.00,0.00,"Leontodon taraxacoides "
1829,"Leontodon taraxacoides (Villars) M_rat ssp. longirostris Finch & Sell","Leontodon taraxacoides (Vill.) M<#e9>rat subsp. longirostris Finch & Sell","ASTERACEAE","Leontodon","taraxacoides","ssp. longirostris",0.00,0.00,0.00,0.00,"Leontodon taraxacoides ssp. longirostris"
1830,"Lepidospartum squamatum (A. Gray) A. Gray","Lepidospartum squamatum (A. Gray) A. Gray","ASTERACEAE","Lepidospartum","squamatum",,0.00,0.00,0.00,0.00,"Lepidospartum squamatum "
1831,"Lessingia glandulifera A. Gray","Lessingia glandulifera A. Gray","ASTERACEAE","Lessingia","glandulifera",,0.00,0.00,0.00,0.00,"Lessingia glandulifera "
1832,"Lessingia glandulifera A. Gray var. glandulifera","Lessingia glandulifera A. Gray var. glandulifera","ASTERACEAE","Lessingia","glandulifera","var. glandulifera",0.00,0.00,0.00,0.00,"Lessingia glandulifera var. glandulifera"
1833,"Lessingia glandulifera A. Gray var. pectinata (Greene) Jepson","Lessingia glandulifera A. Gray var. pectinata (Greene) Jeps.","ASTERACEAE","Lessingia","glandulifera","var. pectinata",0.00,0.00,0.00,0.00,"Lessingia glandulifera var. pectinata"
1834,"Lessingia micradenia E. Greene","Lessingia micradenia Greene","ASTERACEAE","Lessingia","micradenia",,0.00,0.00,0.00,0.00,"Lessingia micradenia "
1835,"Lessingia nana A. Gray","Lessingia nana A. Gray","ASTERACEAE","Lessingia","nana",,0.00,0.00,0.00,0.00,"Lessingia nana "
1836,"Lessingia tenuis (A. Gray) Cov.","Lessingia tenuis (A. Gray) Coville","ASTERACEAE","Lessingia","tenuis",,0.00,0.00,0.00,0.00,"Lessingia tenuis "
1837,"Lessingia virgata A. Gray","Lessingia virgata A. Gray","ASTERACEAE","Lessingia","virgata",,0.00,0.00,0.00,0.00,"Lessingia virgata "
1838,"Machaeranthera asteroides (Torrey) E. Greene","Machaeranthera asteroides (Torr.) Greene","ASTERACEAE","Machaeranthera","asteroides",,0.00,0.00,0.00,0.00,"Machaeranthera asteroides "
1839,"Machaeranthera canescens (Pursh) A. Gray","Machaeranthera canescens (Pursh) A. Gray","ASTERACEAE","Machaeranthera","canescens",,0.00,0.00,0.00,0.00,"Machaeranthera canescens "
1840,"Machaeranthera canescens (Pursh) A. Gray var. incana (Lindley) A. Gray","Machaeranthera canescens (Pursh) A. Gray var. incana (Lindl.) A. Gray","ASTERACEAE","Machaeranthera","canescens","var. incana",0.00,0.00,0.00,0.00,"Machaeranthera canescens var. incana"
1841,"Madia anomala E. Greene","Madia anomala Greene","ASTERACEAE","Madia","anomala",,0.00,0.00,0.00,0.00,"Madia anomala "
1842,"Madia citriodora E. Greene","Madia citriodora Greene","ASTERACEAE","Madia","citriodora",,0.00,0.00,0.00,0.00,"Madia citriodora "
1843,"Madia elegans Lindley ssp. elegans","Madia elegans Lindl.","ASTERACEAE","Madia","elegans",,0.00,0.00,0.00,0.00,"Madia elegans "
1844,"Madia radiata Kellogg","Madia radiata Kellogg","ASTERACEAE","Madia","radiata",,0.00,0.00,0.00,0.00,"Madia radiata "
1845,"Madia sativa Molina","Madia sativa Molina","ASTERACEAE","Madia","sativa",,0.00,0.00,0.00,0.00,"Madia sativa "
1846,"Madia subspicata Keck","Madia subspicata D. D. Keck","ASTERACEAE","Madia","subspicata",,0.00,0.00,0.00,0.00,"Madia subspicata "
1847,"Malacothrix californica DC.","Malacothrix californica DC.","ASTERACEAE","Malacothrix","californica",,0.00,0.00,0.00,0.00,"Malacothrix californica "
1848,"Malacothrix foliosa A. Gray","Malacothrix foliosa A. Gray","ASTERACEAE","Malacothrix","foliosa",,0.00,0.00,0.00,0.00,"Malacothrix foliosa "
1849,"Malacothrix incana (Nutt.) Torrey & A. Gray","Malacothrix incana (Nutt.) Torr. & A. Gray","ASTERACEAE","Malacothrix","incana",,0.00,0.00,0.00,0.00,"Malacothrix incana "
1850,"Malacothrix phaeocarpa W. Davis","Malacothrix phaeocarpa W. S. Davis","ASTERACEAE","Malacothrix","phaeocarpa",,0.00,0.00,0.00,0.00,"Malacothrix phaeocarpa "
1851,"Malacothrix saxatilis (Nutt.) Torrey & A. Gray var. arachnoidea (McGregor) E. Williams","Malacothrix saxatilis (Nutt.) Torr. & A. Gray var. arachnoidea (McGregor) E. W. Williams","ASTERACEAE","Malacothrix","saxatilis","var. arachnoidea",0.00,0.00,0.00,0.00,"Malacothrix saxatilis var. arachnoidea"
1852,"Malacothrix saxatilis (Nutt.) Torrey & A. Gray var. commutata Ferris","Malacothrix saxatilis (Nutt.) Torr. & A. Gray var. commutata (Torr. & A. Gray) Ferris","ASTERACEAE","Malacothrix","saxatilis","var. commutata",0.00,0.00,0.00,0.00,"Malacothrix saxatilis var. commutata"
1853,"Malacothrix saxatilis (Nutt.) Torrey & A. Gray var. implicata (Eastw.) H.M. Hall","Malacothrix saxatilis (Nutt.) Torr. & A. Gray var. implicata (Eastw.) H. M. Hall","ASTERACEAE","Malacothrix","saxatilis","var. implicata",0.00,0.00,0.00,0.00,"Malacothrix saxatilis var. implicata"
